id,title,image,description,language,categories,website,author,itunes_id
881,Down With D&D,http://is5.mzstatic.com/image/thumb/Music62/v4/dc/5d/06/dc5d060e-7c81-8b89-48ff-0d8d3cc908c7/source/600x600bb.jpg,The MM Productions show that focuses on the brand of D&D and the cool D&D related projects and products that exist.,English,Games & Hobbies | Other Games | Hobbies,http://misdirectedmark.com/category/mmproductions/down-with-dd/,Misdirected Mark Productions,1073532756
882,Grace Timonium,http://is5.mzstatic.com/image/thumb/Music5/v4/09/54/e3/0954e35f-fc9d-79a5-1cfb-26cb31b4a91a/source/600x600bb.jpg,"The weekly feed of weekend messages from Grace Fellowship Church, Timonium, MD",English,Christianity | Religion & Spirituality,http://gfc.org/media,Grace Fellowship Church - Timonium MD,910008640
883,"Christ, Culture, College",http://is1.mzstatic.com/image/thumb/Music118/v4/f8/04/5d/f8045d1b-7cad-ce39-84f6-e0783961db42/source/600x600bb.jpg,Matthew & Aubrey are two college friends striving to figure out what following Jesus means as they navigate culture among their generation.,English,Religion & Spirituality | Christianity | Society & Culture,http://matthewgkennedy.com/,"Christ, Culture, College",1329111947
884,Knox Bronson ~ Riding The Wild Bubble,http://is4.mzstatic.com/image/thumb/Music1/v4/73/8c/2b/738c2b6c-b226-9b69-0999-45d7c545cbab/source/600x600bb.jpg,"Musings on music, art, books, film, &amp; fashion, commentary on culture and politics. Insight, philosophy &amp; spirituality. Never scripted, always real, fly on the fly.",English,Technology | Podcasting,https://audioboom.com/channels/4939271,Knox Bronson,441011812
885,Jim Devney-Sermons,http://is3.mzstatic.com/image/thumb/Music62/v4/f3/70/e8/f370e833-dea5-0738-cf43-828c930e806c/source/600x600bb.jpg,"Pastor Jim Devney is becoming one of the best ""Righly Dividing"" teachers in the country.
His messages are definitely worth you spending your time studying the scriptures with him.",English,Religion & Spirituality | Christianity,http://www.gpindy.net/,Gracepoint Church,1108047026
886,Gadsden Vineyard Church,http://is5.mzstatic.com/image/thumb/Music62/v4/ef/5e/ab/ef5eabc9-7799-bfec-4331-f95250cf609f/source/600x600bb.jpg,Sermons by Gadsden Vineyard Church,English,Religion & Spirituality | Christianity,https://soundfaith.com/profile/6311020,Gadsden Vineyard Church,1159481854
887,GrowthMinded Milwaukee,http://is5.mzstatic.com/image/thumb/Music117/v4/de/b2/39/deb2399e-90d1-3598-8b16-e5f839bde394/source/600x600bb.jpg,"Growth Minded Milwaukee was created by Todd McLees, a Milwaukee-area entrepreneur, investor and advisor on topics related to fast-growing businesses. Todd is the Founder of Pendio Group. On the show, he digs into the minds of all sorts of top performers who can help you understand what it takes to get your business or your career to the next level. They might be business leaders, community leaders, entrepreneurs or investors in the Milwaukee region - or thought leaders and subject matter experts from anywhere in the world. The most important thing is that you walk away from each show with something to use that enables your growth.",English,Society & Culture | Technology | Management & Marketing | Business,https://art19.com/shows/growthminded-milwaukee,Powered by WTMJ Mobile,1237847919
888,Fresh Geek Context,http://is2.mzstatic.com/image/thumb/Music127/v4/89/a6/1e/89a61ed5-3fa9-4c99-30f2-01c62912a4d6/source/600x600bb.jpg,"Jace and Josh host the show Fresh Geek Context, an hourly bi-weekly podcast where their favorite topics are discussed in detail as well as educational insight so everyone can join in on the fun.",English,Arts | Technology | Education | Educational Technology | Gadgets | TV & Film,https://freshgeekcontext.com,Jace & Josh,1153461076
889,The Catholic Cafe,http://is5.mzstatic.com/image/thumb/Music/v4/19/b6/ba/19b6ba55-0edb-9b68-3c94-ad0fe64ae0f3/source/600x600bb.jpg,"The Catholic Cafe radio show is a 30 minute program designed to convey the Truth of Catholic Doctrine and Teaching in an informal, conversational format.  Deacon Jeff, Tom and their guests sit around a table at the cafe and chat about the Church! Archived episodes are avalable at the thecatholiccafe.com (click listen)",English,Religion & Spirituality | Christianity,http://www.thecatholiccafe.com,Deacon Jeff Drzycimski,290765917
890,Oasis Church,http://is2.mzstatic.com/image/thumb/Music71/v4/7b/f5/30/7bf53015-5868-2f03-df0c-75f999da884c/source/600x600bb.jpg,"Sermons from Oasis Church in Austin, Texas. Our vision is to see people engaged where they are, experiencing Christ, and being empowered for their purpose. We hope that you are encouraged by this podcast. For more information about Oasis Church, please visit oasistx.org.",English,Religion & Spirituality,http://www.oasistx.org/sermons/,Oasis Church,1181171628
891,The Public School Graduates,http://is4.mzstatic.com/image/thumb/Music4/v4/d2/3b/13/d23b1338-6774-6858-401e-edb09949a130/source/600x600bb.jpg,The Public School Graduates are Larry and Ben. They put their spin on multiple topics in a select amount of time,English,Comedy,https://psgpodcast.wordpress.com,The Public School Graduates,826058165
892,Philosophy Workout,http://is1.mzstatic.com/image/thumb/Music118/v4/b5/5e/c4/b55ec4ee-b370-a8f9-5ced-cb6f02788230/source/600x600bb.jpg,Political & Philosophical Commentary.,German,News & Politics,https://play.google.com/music/m/Ibhfw3nn2kt446mhql67l5c7yay,Philosophy Workout,1081000457
893,Jokingly Serious,http://is5.mzstatic.com/image/thumb/Music118/v4/e2/71/37/e27137e9-9709-6005-bdc7-66091536b1df/source/600x600bb.jpg,Podcast by Cole Carter,English,Comedy,http://soundcloud.com/jokinglyserious,Cole Carter,1320719723
894,Jerusalem Broadcasting,http://is1.mzstatic.com/image/thumb/Music122/v4/30/d4/31/30d43129-d8c3-a3f1-0051-4ad3a8b9956f/source/600x600bb.jpg,"Jerusalem Broadcasting Company--where Yeshua is the Messiah, and the Christian Church is His Bride.  ",English,Spirituality | Religion & Spirituality,http://www.jerusalembroadcasting.com,Michael Mullen,1230638230
895,Profitable Practice Podcast,http://is5.mzstatic.com/image/thumb/Music49/v4/55/1f/5b/551f5b1b-3c6a-77e2-6412-db95c2cf697f/source/600x600bb.jpg,"Andrea Maxim, your host on the Profitable Practice Podcast, shares all her insight, know-how and what she's learned on how to start and run a successful health-based practice. Whether you're just starting out, been in practice for a few years or several, you can always learn something new to grow your business. Andrea is known by her colleagues as a go-getter, an innovator, a hustler and someone who gets things done, and done right! That is not to say that things she learned did not come with a price. Andrea is not afraid to cut through the crap, tell it like it is and admit to her failures. Her ultimate goal is to help you MAXIMize Your Business by giving you all of her business secrets and interviewing the best people in the biz. Ultimately she is going to help you grow your bottom line without sacrificing your time. Whether in-office or online, Andrea has got you and your business covered!",English,Self-Help | Health | Business | Alternative Health | Management & Marketing,http://www.maximizedbusiness.ca,"Andrea Maxim, ND",1076434420
896,Geek Speak,http://is1.mzstatic.com/image/thumb/Music71/v4/bb/67/0d/bb670dcb-856d-0aab-0ccf-055a8497ca12/source/600x600bb.jpg,"You never know what these Tech Geeks will say on this live call-in radio show. Every week is a fresh new blend of humor and their combined technical knowledge as they attempt to answer random questions from the vey low tech grandma to the super savvy and ultra geeky listeners who call in. No geek related topic is off limits from Mobile Apps, PC and MAC Hardware, Software, Data Backup, Tablets, Phones, Operating Systems, Digital Security, Home Electronics, Drone Technology and current happenings in todays rapidly changing computer and high tech world. For more information or to be a guest on the Geek Speak show, call 918-237-4400 or visit our website www.datathree.com.",English,Technology,http://www.datathree.com,DATA3 Corporation,1138087814
897,Ketovangelist Kitchen,http://is4.mzstatic.com/image/thumb/Music128/v4/09/14/3a/09143a58-08cf-23c7-3215-547c6dd7232f/source/600x600bb.jpg,Carbs are for suckers - and here are the recipes to prove it,English,Food | Health | Arts | Fitness & Nutrition,http://www.ketovangelistkitchen.com,Brian Williamson and Carrie Brown,1188480243
898,Breakthrough Success,http://is4.mzstatic.com/image/thumb/Music111/v4/6d/95/4a/6d954a4a-8d1e-2068-b18d-e21f9c73e6ad/source/600x600bb.jpg,Wondering how to hit the breakthrough you've been looking for in your business and life? Breakthrough Success has you covered with a weekly interview from a guest who has achieved his/her breakthrough.,English,Business | Self-Help | Health | Management & Marketing,http://marcguberti.com/podcast,Marc Guberti,1149458961
899,Busy Gamer Nation,http://is3.mzstatic.com/image/thumb/Music71/v4/23/c0/20/23c020b6-993a-f955-216a-09c3e5a94bf6/source/600x600bb.jpg,Busy Gamer Nation delivers short reviews and feature stories designed for the busy gamer on the go.,English,Video Games | Games & Hobbies,http://www.busygamernation.com/podcast/,Dave & Jacqui Kramer,366658438
900,Optimal Finance Daily: Best Of Personal Finance | Minimalism | Investing Money,http://is5.mzstatic.com/image/thumb/Music71/v4/33/f0/e4/33f0e496-f74f-4cc5-55d9-bb216a210b65/source/600x600bb.jpg,"Why bother searching for the best blogs about personal finance when it can be found and read for you? Think of Optimal Finance Daily as an audioblog or blogcast.

Optimal Finance Daily is a podcast created for those looking to improve their financial lives one step at a time: lifelong learners and life optimizers. We bring you the best content from blogs and other resources and read it to you, so that you don't have to waste your time finding and reading blogs yourself--listen during your commute, workout, regular routines, or during your down time 7 days a week and improve your life one step at a time. Each episode brings you a reading from a popular blog post or resource--practical and actionable information that has been proven to be worthy of large audiences.

Current sites and authors include:
IWillTeachYouToBeRich.com - Ramit Sethi
MrMoneyMustache.com - Mr. Money Mustache
ZenHabits.net - Leo Babauta
TheMinimalists.com - Joshua Fields Millburn and Ryan Nicodemus
StevePavlina.com - Steve Pavlina
BlondeOnABudget.ca - Cait Flanders
BudgetsAreSexy.com - J. Money
EarlyRetirementExtreme.com - Jacob Lund Fisker
BecomingMinimalist.com - Joshua Becker
BeMoreWithLess.com - Courtney Carver

and more being added!
Subscribe now--your optimal life awaits!

*Optimal Finance Daily has received permission from the original authors to read content on this show.",English,Philosophy | Society & Culture | Self-Help | Investing | Health | Business,http://OLDPodcast.com,Justin Malik,1090822398
901,100% Sports France Bleu Champagne-Ardenne,http://is3.mzstatic.com/image/thumb/Music128/v4/d0/14/ee/d014eecf-2a5c-577d-cffe-329753311eec/source/600x600bb.jpg,100% Sports France Bleu Champagne-Ardenne,French,Sports & Recreation,http://www.radiofrance.fr/,Radio France,1299563507
902,The Awkward Girl Podventures,http://is3.mzstatic.com/image/thumb/Music128/v4/c1/96/f6/c196f6d7-5c24-50c5-e0be-4d0ab700baab/source/600x600bb.jpg,"Culture and conversations with a splash of my wondrous escapades in Atlanta and beyond! Hosted by @ItsArkeedah

Join in the conversation and follow the podcast on Twitter and Instagram: @AwkwardGirlPod

Use the hashtag #TheAwkwardGirlPod to keep up with the show.",English,Society & Culture | Education | Training,http://itsarkeedah.podomatic.com,Arkeedah McCormick,924607016
903,Candy-Coated Razor Blades,http://is2.mzstatic.com/image/thumb/Music128/v4/8f/99/52/8f9952ac-7398-8a88-5fe6-03c08cce16de/source/600x600bb.jpg,"Bob Green (author of the Candy-Coated Razor Blades blog and TROPEFEST!: Attack of the Killer Cliches ) Alex Almeida, and Andy McFerrin like horror movies. A LOT. They like 'em so much that they want to make fun of them. ALL of them. Except maybe the ones they really like. So come join our heroes as they smack around YOUR favorites, too! Plus, they're all smart and junk so you might just learn something in the process.
",English,Arts | Comedy | Performing Arts | TV & Film,http://candycoatedrazor.com,Bob Green,1276037188
904,Damp Knight Comedy: Improv Podcast,http://is1.mzstatic.com/image/thumb/Music71/v4/b6/1f/c4/b61fc41a-883e-3b74-e694-4e513cf9d71f/source/600x600bb.jpg,.,English,Comedy,http://dampknight.podbean.com,Damp Knight Productions,1182421807
905,Scissor Me Now Podcast,http://is2.mzstatic.com/image/thumb/Music128/v4/84/fb/a7/84fba74a-7274-0a0a-c6c4-5765b6167d1d/source/600x600bb.jpg,"ScissorMeNow is the only traveling beauty podcast created by Aaron Ko.

My intention is to interview stylists, barbers and other beauty members and discuss topics that affects everyone on a daily basis.

The industry cannot continue unless we bring certain subject matter to life and let people express themselves freely. There is only so much of that can be done in the work place. There needs to be a level of intimacy that has been buried for quite some time now.

Follow me as i journey across the nation to openly discuss any topic and for the chance to get to know stylist or Barber better.

There are websites. Hardly anyone visits them.

There is Instagram. But, that's framed in a way where people can control how they want to be seen.

Then there's the Scissor Me Now podcast. Voluntary, truly candid interviews where people tell all.

Without telling our stories, we will be buried and I will not let that happen.

Aaron, owner of Moto Shears 

Instagram @motoshears

www.motoshears.com",English,TV & Film | Personal Journals | Society & Culture,https://youtube.com/channel/UC3sIzt4x4q0zbm6oIlmrLdQ,Aaron Ko,1274036546
906,Head Radio: Players of the World's Finest,http://is1.mzstatic.com/image/thumb/Music62/v4/35/06/d8/3506d812-f024-543a-a4a1-c90daf2212ee/source/600x600bb.jpg,"An intermittent podcast created by two disgruntled DJs, fed up with the current state of radio, in the hope of finding interesting and varied sounds and passing on their discoveries.",English,Music,http://www.headradio.co.uk,Red Eye,567224498
907,Slash & Burn: A Gross Journey Through Fanfiction,http://is5.mzstatic.com/image/thumb/Music62/v4/b6/fa/1d/b6fa1d55-3ff2-7c29-dcee-427ea5862e31/source/600x600bb.jpg,Slash and Burn is a very explicit comedy podcast that reads and discusses fanfiction across various fandoms large and obscure. Kera is the expert who teaches Steve the ins and outs of fanfiction as they wade through the often gross stories.,English,Arts | Games & Hobbies | Literature | Comedy,http://slashandburn.libsyn.com/podcast,Steve Patton,979422858
908,Tech Talk Y'all,http://is4.mzstatic.com/image/thumb/Music122/v4/f8/3d/f4/f83df46d-662f-ba8b-7633-e730548e1558/source/600x600bb.jpg,"Tech Talk Y'all is a bi-weekly show with your hosts Sanjay Parekh and Adam Walker.  Sanjay and Adam dish about technology and often other seemingly random topics.  Episodes are targeted to be about 30 minutes in length.
",English,Technology | Tech News | Gadgets | Business | Business News,http://www.techtalkyall.com/,Sanjay Parekh & Adam Walker,1208148970
909,#THE 51%,http://is2.mzstatic.com/image/thumb/Music62/v4/7d/50/ce/7d50ce83-6eea-f6eb-c93a-c2e9d48ccb41/source/600x600bb.jpg,A program about women who are reshaping our world. Join us every Friday at 4:40 pm Paris time and check out our Facebook page: FRANCE24.51percent.,English,Society & Culture,http://www.france24.com/en/20131202-51,France 24,1055024600
910,An Old Man and his Two Sons,http://is1.mzstatic.com/image/thumb/Music122/v4/da/f2/69/daf269b0-d2ba-f9f4-2205-e9b23407fcfc/source/600x600bb.jpg,Just an Old Man who wants to sit down with his two sons and talk.,English,Comedy,http://soundcloud.com/an-oldman-and-his-two-sons,An Old Man,1207479739
911,Hillside Church Messages,http://is3.mzstatic.com/image/thumb/Music118/v4/0b/24/d8/0b24d881-a751-741c-5548-6f98d82717d4/source/600x600bb.jpg,"Official Podcast of Hillside Church in New Albany, IN. Visit our website at www.hillsidechurch.us",English,Christianity | Religion & Spirituality,https://hillsidechapel.podbean.com,Hillside Church,1317537179
912,News Beat,http://is3.mzstatic.com/image/thumb/Music111/v4/3a/44/41/3a4441a4-eedb-99c6-fd32-663d21964076/source/600x600bb.jpg,"Welcome to News Beat. An unconventional examination of conventional wisdom. News Beat is an educational and alternative news podcast combining spoken word, music and audio clips.",English,Society & Culture | Music | News & Politics,https://www.usnewsbeat.com,Morey Publishing,1195709241
913,Mexico Centered,http://is5.mzstatic.com/image/thumb/Music118/v4/1c/c1/23/1cc1230f-ecbf-7449-3730-4e443fb08d62/source/600x600bb.jpg,"The ""Mexico Centered"" podcast features interviews with academics, former government officials and other experts on issues central to Mexico's 2018 elections. Its host, Mexico Center graduate fellow Enrique Quezada, will also cover election-related concerns or controversies that arise during the campaign season. Please check back every Thursday for new episodes.

Music from www.bensound.com",English,News & Politics,https://www.bakerinstitute.org/mexico-2018-election-podcast/,Baker Institute Mexico Center,1316117842
914,Heroes of Handheld,http://is5.mzstatic.com/image/thumb/Music62/v4/73/f0/51/73f05135-85f3-8386-a7be-a45573771f4b/source/600x600bb.jpg,"If you play Handheld, you're a Hero! Heroes of Handheld is a podcast network made by handheld gamers, for handheld gamers! Join Colin and Chris every week as they discuss everything from the world of Nintendo Switch, Vita, 3DS, Android and iOS.",English,Video Games | Games & Hobbies,https://heroesofhandheld.wordpress.com,Colin & Chris,657512330
915,Kids in College,http://is1.mzstatic.com/image/thumb/Music122/v4/00/a0/96/00a0967e-0c96-0b0c-ba8c-eac5827cb5bc/source/600x600bb.jpg,"""Kids in College"" is a weekly conversational podcast hosted by Jacob Douglas and Sam Mosher. We discuss friendship, food, movies, and the horrible things that happen to young adults. New episodes post every Monday.",English,Comedy,http://soundcloud.com/user-993471708,Douglas/Mosher Productions,1210222210
916,The Amateur Apologist,http://is5.mzstatic.com/image/thumb/Music128/v4/b6/56/e0/b656e017-d650-6dac-2b5c-f2b223cdaf29/source/600x600bb.jpg,Mitch Rivers & Zakk Revelle discuss Biblical apologetics from every angle.,English,Religion & Spirituality,http://www.spreaker.com/show/unnamed-apologetics-show,HUB Radio Network,1327587883
917,"The Six Figure Photography Podcast: Photography Marketing | Improve Photography | Wedding Photography | Business Tips | Similar to Photo Biz Xposed, Sprouting Photographer",http://is2.mzstatic.com/image/thumb/Music62/v4/c4/ce/0e/c4ce0e8f-a036-95c8-ac73-f4251459f614/source/600x600bb.jpg,"Ben Hartley, an award winning wedding photographer and photography educator, talks with other industry experts about how to market and grow your photography business.",English,Education | Management & Marketing | Training | Arts | Business | Visual Arts,http://www.sixfigurephotography.com,"Ben Hartley: International Wedding Photographer, Photography Educator and Marketing Expert",1040370097
918,Doze Bros,http://is4.mzstatic.com/image/thumb/Music128/v4/de/4c/aa/de4caadd-39e7-bf48-269e-1eca5479a46e/source/600x600bb.jpg,2 Bros with Jokes and Unique Perspective on Today's Headlines. #DontSleep,English,Comedy,http://soundcloud.com/user-603103637,2 Bros with Jokes and Unique Perspective on Today's Headlines,1262417033
919,Travel Brigade,http://is2.mzstatic.com/image/thumb/Music71/v4/91/ad/1a/91ad1a2e-3994-ea6e-1e8f-88334562f10e/source/600x600bb.jpg,All Things Travel,English,Places & Travel | Society & Culture,http://www.blogtalkradio.com/travelbrigade,Travel Brigade,526594369
920,Crossing Community Church,http://is5.mzstatic.com/image/thumb/Music127/v4/25/11/44/251144cf-edf1-080e-4762-d9d795919a7b/source/600x600bb.jpg,"Sermons. Teaching. To be and make committed followers of Jesus Christ.  Crossing Community Church in Newtown, Pennsylvania. ",English,Christianity | Religion & Spirituality,http://www.crossing.org,Tim Smith,657645349
921,For Your Consideration,http://is3.mzstatic.com/image/thumb/Music118/v4/66/79/46/66794609-ea00-446d-6447-7c439003f513/source/600x600bb.jpg,"A podcast featuring Mike Jozic and Dustin Friesenhan discussing classic films, modern masterpieces, film scores, and transgressive cinema.",English,TV & Film | Society & Culture | Arts | Performing Arts,http://fycshow.libsyn.com/podcast,Mike Jozic,1082030149
922,History in the House,http://is4.mzstatic.com/image/thumb/Music118/v4/61/76/f1/6176f192-1264-8da7-64fe-8de8b135a6af/source/600x600bb.jpg,Eighth grade history content recaps and general knowledge dropping from Fitz Intermediate school in Garden Grove Unified.,English,Education,https://anchor.fm/mr-housepian,Mr. House / Anchor,1309022945
923,GGB Magazine Podcast,http://is1.mzstatic.com/image/thumb/Music111/v4/df/47/c1/df47c137-4e4b-adcd-4ac2-e95211a596b6/source/600x600bb.jpg,The GGB Podcast features interviews with leaders in the global gaming industry.,English,Business | Business News,https://ggbmagazine.com/,GGB Magazine,1196522642
924,De Appels en Peren Show,http://is4.mzstatic.com/image/thumb/Music62/v4/e3/28/99/e3289981-8edf-49d9-246e-f9de57672837/source/600x600bb.jpg,"Een talkshow over en uit de toekomst. Technologie, media, cultuur en alles wat verder de toekomst mogelijk maakt.",Dutch,Gadgets | Technology,http://appelsenperenshow.nl,De Appels en Peren Show,465049391
925,Smark Out Moment's Smack Talk,http://is4.mzstatic.com/image/thumb/Music62/v4/23/fb/6b/23fb6b63-249c-e20e-90e7-e6f6f06312b7/source/600x600bb.jpg,"WWE pro wrestling news, reviews, predictions and more from Smark Out Moment, the Internet Wrestling Community's voice of reason.",English,Professional | Sports & Recreation | TV & Film,http://smacktalkshow.blogspot.com/,A Mango Tree Entertainment,721067953
926,Orange and Purple Report,http://is1.mzstatic.com/image/thumb/Music128/v4/dd/37/a2/dd37a21c-081e-490d-e47c-fa671f45fb14/source/600x600bb.jpg,"John and Geoff take you through each week of the Cleveland Browns and Minnesota Vikings season, taking a look at the previous week's game and the game that is coming up. Available each Friday, it's the perfect podcast to get you prepped for a weekend of football!",English,Professional | Sports & Recreation,http://thatonesportsshow.com/,That One Sports Show,1306783360
927,Thyroid Warrior Podcast,http://is3.mzstatic.com/image/thumb/Music118/v4/57/67/fc/5767fcd1-252f-883e-5f09-fbc972d9bf5c/source/600x600bb.jpg,"This podcast outlines the journey to managing Hashimoto's Disease for Ebony Colina that started 10 years ago. In this podcast, you will learn about how I was able to reduce many of my symptoms through a variety of different channels. There will be both individual accounts and interviews that seek to help others determine the best strategies to become whole, happy and healthy.",English,Self-Help | Health | Alternative Health,http://thyroidwarrior.libsyn.com/website,Ebony Colina,1276852089
928,Idle Red Hands,http://is2.mzstatic.com/image/thumb/Music71/v4/8a/81/e1/8a81e1ff-2eb9-ee36-ad41-a06a0b503504/source/600x600bb.jpg,A podcast from Japan about games and gamers.,English,Comedy | Games & Hobbies | Other Games,http://www.idleredhands.com,Idle Red Hands,416970930
929,From the Archive: A British Television Podcast,http://is1.mzstatic.com/image/thumb/Music71/v4/f3/07/51/f30751e8-2a71-c862-b3fa-505ea1628e7a/source/600x600bb.jpg,"From the Archive is a British television blog that has an emphasis on British television preservation, restoration, archiving, and missing episodes of our favourite series. The podcast focuses on series generally from the 1950s to 1990s.
If you have feedback or questions you would like to have read on the podcast or general inquiries, please contact us at feedback@fromthearchive.co.uk. This podcast is a co-production between From the Archive: A British Television Blog and Kaleidoscope. Thank you for listening to it.",English,Visual Arts | Arts | TV & Film | Technology | Podcasting,http://fromthearchive.libsyn.com/podcast,Greg Bakun,1182742747
930,Thoughts of the Round Table,http://is2.mzstatic.com/image/thumb/Music128/v4/57/15/16/57151651-baef-9469-51f7-4e94efd11b60/source/600x600bb.jpg,"Welcome to Thoughts of the Round Table! Join us as we discuss everything from theology, philosophy, and politics to superheroes, music, and time travel.",English,News & Politics | Christianity | Society & Culture | Philosophy | Religion & Spirituality,https://thoughtsoftheroundtable.com/podcast/,Thoughts of the Round Table,1299202848
931,TomCast,http://is5.mzstatic.com/image/thumb/Music118/v4/9f/9d/77/9f9d7701-eaa3-3311-45bb-de192db4abd6/source/600x600bb.jpg,Podcast by Tom Lima,Portuguese,Business,http://soundcloud.com/tomlima,Tom Lima,1271234073
932,Aylesbury Vineyard Church talks,http://is5.mzstatic.com/image/thumb/Music111/v4/f6/09/84/f6098405-b9e2-fa90-7710-e7432d773553/source/600x600bb.jpg,Talks from Sunday Services at Aylesbury Vineyard Church,English,Christianity | Religion & Spirituality,https://aylesburyvineyard.church/talks/,Aylesbury Vineyard Church,1226539329
933,Southside Bible Church,http://is3.mzstatic.com/image/thumb/Music118/v4/1f/da/7b/1fda7b24-c102-665e-0c4a-0d2c419fd149/source/600x600bb.jpg,"This week's Bible talk from Southside Bible Church, Canberra",English,Religion & Spirituality | Christianity,http://www.southsidebiblechurch.com.au/,Southside Bible Church,1281472516
934,Topics by Money For the Rest of Us,http://is5.mzstatic.com/image/thumb/Music118/v4/3b/cd/44/3bcd44e8-89e6-88cc-53e1-8dd4ad324066/source/600x600bb.jpg,"With close to 200 episodes of Money For the Rest of Us, this show organizes original episodes by topic such as money, retirement, and other economic and investing themes. Each topic is introduced by the host David Stein with a newly recorded trailer.",English,Business News | Business | Investing,http://moneytopics.libsyn.com/website,David Stein,1327109226
935,Digital Impact,http://is3.mzstatic.com/image/thumb/Music122/v4/47/f4/eb/47f4ebd6-7b95-1105-a460-f1989361f48d/source/600x600bb.jpg,"Digital Impact, formerly Markets for Good, helps the social sector use digital resources safely, ethically and effectively for maximum impact.",English,Higher Education | Government & Organizations | Education | Technology | Non-Profit,https://digitalimpact.org,Digital Impact,1140645769
936,Home with Dean Sharp,http://is1.mzstatic.com/image/thumb/Music127/v4/e7/85/a2/e785a266-dcff-2baa-0523-343fdd6fc45f/source/600x600bb.jpg,"Get the tips, tricks and tools you need before remodeling that house with Dean Sharp, The House Whisperer. Listen to Dean every Sunday at 9am on KFI AM640.",English,News & Politics,https://www.spreaker.com/show/home-with-dean-sharp,KFI AM 640 (KFI-AM),1253581602
937,Kalaheo Missionary Church,http://is2.mzstatic.com/image/thumb/Music117/v4/60/92/23/609223b9-7436-8e1a-b9b8-2f4b0a7d5902/source/600x600bb.jpg,"A thriving church on Kauai. 
Come experience the Aloha of our multi-generational and multi-ethnic Ohana. Activities for Keiki and youth",English,Christianity | Religion & Spirituality,http://www.kalaheomissionary.com,Kalaheo Missionary Church,653973831
938,Manna Church - Fay/Fort Bragg,http://is4.mzstatic.com/image/thumb/Music6/v4/00/83/44/008344f6-7d9f-2031-39c1-107020839411/source/600x600bb.jpg,"Audio sermon archive for Manna Church: 5117 Cliffdale Rd. Fayetteville, NC 28314",English,Religion & Spirituality | Spirituality | Other | Christianity | Kids & Family,https://manna.church,ch,523154919
939,Thugged Out Thursdays Hosted By Ching Bing and Mike Booth,http://is1.mzstatic.com/image/thumb/Music128/v4/ad/93/e6/ad93e638-a25b-3b8a-1e83-2f72664a4495/source/600x600bb.jpg,Thugged out Thursday's presents a new type of flavor giving you nothing but the streets from cyphers to interviews with some of the most talented upcoming artists!,English,Music,https://audioboom.com/channel/thugged-out-thursdays-hosted-by-ching-bing-and-mike-booth,Audioboom,1325625693
940,"Trinity Episcopal Anthems, Concord, MA",http://is3.mzstatic.com/image/thumb/Music71/v4/ad/cc/ca/adcccab7-b1c9-c3b3-7657-2a5238b5ae68/source/600x600bb.jpg,"Sunday Anthems from Trinity Episcopal Church, Concord, Massachusetts",English,Religion & Spirituality | Christianity,http://trinityconcord.org,"Trinity Episcopal Church, Concord, MA",1059194174
941,Does This Hold Up,http://is3.mzstatic.com/image/thumb/Music6/v4/79/5e/57/795e57f1-8171-e526-54ae-a13850989c34/source/600x600bb.jpg,"Does This Hold Up is a comedy podcast about Moives. TJ and Jamie analyze movies from the past, and find out if they still hold up.",English,Comedy,http://doesthisholdup.podbean.com,Does This Hold Up,545611461
942,Gospel on SermonAudio.com,http://is1.mzstatic.com/image/thumb/Music71/v4/8e/ef/34/8eef34d8-0842-25ab-9ccd-f2fb5b2a77d9/source/600x600bb.jpg,The latest podcast feed searching 'Gospel' on SermonAudio.com.,English,Christianity | Religion & Spirituality,http://www.sermonaudio.com,Gospel,262641995
943,Yo Videogames,http://is5.mzstatic.com/image/thumb/Music62/v4/26/74/8e/26748e31-55c3-4640-e315-50e782036aae/source/600x600bb.jpg,"A commentary on gaming lifestyle: its history, its news, and all things hype!",English,Games & Hobbies | Video Games,http://phunkmachinemedia.libsyn.com/podcast,Andrew Schieffer,1052614847
944,"Bethel United Methodist Church, Spartanburg, SC",http://is1.mzstatic.com/image/thumb/Music71/v4/1f/82/52/1f82522b-f66a-2cce-794c-1b4bddc8df46/source/600x600bb.jpg,"Bethel United Methodist Church, Spartanburg, SC featuring speaker David E. Nichols",English,Religion & Spirituality | Christianity,http://podpoint.com/bethel-united-methodist-church-spartanburg-sc,Bethel United Methodist Church,1095777330
945,The Jiu Jitsu Brotherhood Podcast,http://is5.mzstatic.com/image/thumb/Music127/v4/10/77/4c/10774c45-6380-ae31-ad56-76277ba68830/source/600x600bb.jpg,"Hosted by Jiu Jitsu Brotherhood founder & author of The Black Belt Blueprint, Nicolas Gregoriades. Weekly discussions with BJJ legends and characters delving into all aspects of the jiu jitsu lifestyle.",English,Health | Sports & Recreation | Fitness & Nutrition | Society & Culture | Philosophy,http://jiujitsubrotherhood.com,Jiu Jitsu Brotherhood ltd,1251272146
946,Managing Madrid Podcast,http://is2.mzstatic.com/image/thumb/Music62/v4/74/dc/75/74dc75fa-460d-34ff-74e9-58bd2fe5b770/source/600x600bb.jpg,"All things Real Madrid discussed - HERE. Match previews, recaps, news, tactical discussions, transfer news and everything else. We put out consistent content related to the perpetual Real Madrid discussion.",English,Professional | Sports & Recreation,http://www.blogtalkradio.com/managingmadrid,Managing Madrid Podcast,945517541
